144 1534503669 9.200000 -1.000000 -101.000000 0.000000 0.000000
144 1534503670 9.200000 -1.000000 -101.000000 0.000000 0.000000
144 1534503671 9.200000 -1.000000 -101.000000 0.000000 0.000000
147 1534503669 6.400000 -1.000000 -101.000000 0.000000 0.000000
147 1534503670 6.400000 -1.000000 -101.000000 0.000000 0.000000
147 1534503671 6.400000 -1.000000 -101.000000 0.000000 0.000000
147 1534503672 6.400000 -1.000000 -101.000000 0.000000 0.000000
147 1534503673 6.400000 -1.000000 -101.000000 0.000000 0.000000
147 1534503674 13.800000 -1.000000 -101.000000 0.000000 0.000000
147 1534503675 13.800000 -1.000000 -101.000000 0.000000 0.000000
147 1534503676 13.800000 -1.000000 -101.000000 0.000000 0.000000
147 1534503677 13.800000 -1.000000 -101.000000 0.000000 0.000000
147 1534503678 13.800000 -1.000000 -101.000000 0.000000 0.000000
147 1534503679 17.400000 -1.000000 -101.000000 0.000000 0.000000
147 1534503680 17.400000 -1.000000 -101.000000 0.000000 0.000000
147 1534503681 17.400000 -1.000000 -101.000000 0.000000 0.000000
144 1534503672 9.200000 -1.000000 -101.000000 0.000000 0.000000
144 1534503673 9.200000 -1.000000 -101.000000 0.000000 0.000000
144 1534503674 15.000000 -1.000000 -101.000000 0.000000 0.000000
144 1534503675 15.000000 -1.000000 -101.000000 0.000000 0.000000
144 1534503676 15.000000 -1.000000 -101.000000 0.000000 0.000000
144 1534503677 15.000000 -1.000000 -101.000000 0.000000 0.000000
144 1534503678 15.000000 -1.000000 -101.000000 0.000000 0.000000
144 1534503679 17.400000 -1.000000 -101.000000 0.000000 0.000000
144 1534503680 17.400000 -1.000000 -101.000000 0.000000 0.000000
144 1534503681 17.400000 -1.000000 -101.000000 0.000000 0.000000
144 1534503682 17.400000 -1.000000 -101.000000 0.000000 0.000000
144 1534503683 17.400000 -1.000000 -101.000000 0.000000 0.000000
144 1534503684 14.400000 -1.000000 -101.000000 0.000000 0.000000
144 1534503685 14.400000 -1.000000 -101.000000 0.000000 0.000000
144 1534503686 14.400000 -1.000000 -101.000000 0.000000 0.000000
144 1534503687 14.400000 -1.000000 -101.000000 0.000000 0.000000
144 1534503688 14.400000 -1.000000 -101.000000 0.000000 0.000000
144 1534503689 17.400000 -1.000000 -101.000000 0.000000 0.000000
144 1534503690 17.400000 -1.000000 -101.000000 0.000000 0.000000
